tag	type	text
3346	I	<par>See the discussion in WTF p. 545 under SHIN, which is not very convincing. For a discussion of the Karen forms, see the note under Chapter 4.3.</par>
3346	T	"<par>See also <xref ref=""3393"">#3393</xref> and <xref ref=""3409"">#3409</xref>.</par>"
2636	F	<par><hanform>夕</hanform> OC <latinform>*dzi̯ɑ̆k</latinform>, GSR #796a-d &apos;night&apos;; Coblin 86:112-3 ST <latinform>*rjiak</latinform> &gt; OC <latinform>*rjiak</latinform>; Schuessler 2007:522 <latinform>*s-jak</latinform>; B &amp; S 2011: <latinform>*s-N-rak {s-N-rAk}</latinform>; Mand. <latinform>xī</latinform>.<br /><hanform>昔</hanform> OC <latinform>*si̯ɑ̆k</latinform>, GSR #798a-e &apos;long ago&apos;; Schuessler 2007:523 <latinform>*sak</latinform> or <latinform>*sjak</latinform>; B &amp; S 2011: <latinform>*sak {[s]Ak}</latinform>; Mand. <latinform>xī</latinform>.</par>
2409	T	<par>For detailed discussion of the numeral FOUR, see Matisoff 1995 (&quot;Numerals&quot;), pp. 183-186.</par><par>The Chinese cognate has been disguised by a prefixal substitution of <latinform>*b-</latinform> to <latinform>*s-</latinform>.</par>
2409	F	<par><hanform>四</hanform> OC <latinform>*si̯əd</latinform>, GSR #518a-d &apos;four&apos;; Coblin 86:83 ST <latinform>*bƚyid</latinform> &gt; OC <latinform>*ljidh</latinform>; Schuessler 2007:478 <latinform>*sis</latinform>; B &amp; S 2011: <latinform>*s.lij-s {s.li[j]-s}</latinform>; Mand. <latinform>sì</latinform>.</par>
6424	T	"<par>This root bears a strong phonosemantic resemblance to <xref ref=""5685"">#5685</xref>, and perhaps should be considered part of the same etymon.</par>"
1230	T	<par>This root is well-distributed, occurring in Bodo-Garo, Kuki-Chin, Kiranti, and Chinese.</par>
1230	F	<par><hanform>白</hanform> OC <latinform>*bɑ̆k</latinform>, GSR #782a ‘white’; Schuessler 2007:153-4 <latinform>*brâk</latinform>; B &amp; S 2011: <latinform>*bˁrak</latinform>; Mand. <latinform>bái</latinform>.<br /><hanform>魄</hanform> OC <latinform>*p’ɑ̆k</latinform>, GSR #782o &apos;animal soul of man; phase of the moon&apos;; Schuessler 2007:417 <latinform>*phrâk</latinform>; B &amp; S 2011: <latinform>*pʰˁrak</latinform>; Mand. <latinform>pò</latinform>.</par>
1713	T	<par>This root is well attested in Karenic and Baic, but apparently not elsewhere.</par>
1447	T	"<par>This root displays the same <latinform>-a- ⪤ -u-</latinform> alternation that is found in a few other roots; see <xref ref=""1443"">#1443</xref> and <xref ref=""1417"">#1417</xref>.</par>"
6131	T	<par>This etymon was formerly reconstructed as <latinform>*m-kret</latinform> (HPTB:375).</par>
6131	F	<par><hanform>契</hanform> OC <latinform>*k’iɑd</latinform>, GSR #279b &apos;notch, engrave&apos;; Coblin 86:129 ST <latinform>*kret</latinform> &gt; OC <latinform>*kriat</latinform>; Schuessler 2007: <latinform>*khêts</latinform>; B &amp; S 2011: <latinform>*kʰˁet-s {[kʰ]ˁet-s}</latinform>; Mand. <latinform>qì</latinform>.<br /><hanform>鍥</hanform> OC <latinform>*k’iɑt</latinform>, GSR #279f &apos;cut, cut through&apos;; Schuessler 2007:129 <latinform>*khêt</latinform>; Mand. <latinform>qiè</latinform>.<br /><hanform>刮</hanform> OC <latinform>*kwɑt</latinform>, GSR #302n &apos;scrape&apos;; Schuessler 2007:264 <latinform>*krôt</latinform>; B &amp; S 2011: <latinform>*kʷˁrat {[kʷˁ]r[a]t}</latinform>; Mand. <latinform>guā</latinform>.</par>
414	T	<par>Sanskrit <latinform>khura</latinform>, Nepali <latinform>khur</latinform> &apos;hoof&apos;</par>
1762	T	"<par>This etymon bears a close resemblance to <xref ref=""632"">#632</xref>, as does <xref ref=""688"">#688</xref>.</par>"
1762	I	<par>re-transcribe as <latinform>*m-gywa</latinform> or <latinform>*m-gʷya</latinform> so as not to violate HPTB: 82 [fn.121] ?</par>
202	T	"<par>The PKC etymon <latinform>*kal</latinform> (a meso-root of <xref ref=""201"">#201</xref>) definitely seems related to this root, perhaps pointing to a PKC variant <latinform>*k(y)al</latinform>.</par>"
5579	T	<par>This Lai - Burmese comparison is due to Kenneth VanBik.</par>
4641	F	<par><hanform>兕</hanform> OC <latinform>*dzi̯ər</latinform>, GSR #556a &apos;water buffalo; rhinoceros&apos;; Schuessler 2007:479 <latinform>*s-jəiʔ</latinform>; B &amp; S 2011: <latinform>*s.ɢijʔ {[s.ɢ]ijʔ}</latinform>; Mand. <latinform>sì</latinform>.</par>
2548	T	<par>The two prefixes in this reconstruction are attested in Qiangic/rGyalrongic.</par><par>For a discussion of the &quot;extrusional&quot; <latinform>-ʷ-</latinform> in this root, see Matisoff 2000:22.</par>
2548	F	<par><hanform>補</hanform> OC <latinform>*pwo</latinform>, GSR #102c&apos; &apos;supplement, mend, repair&apos;; Schuessler 2007:172 <latinform>*pâʔ</latinform> or <latinform>*mpâʔ</latinform>; B &amp; S 2011: <latinform>*Cə-pˁaʔ</latinform>; Mand. <latinform>bǔ</latinform>.</par>
3393	T	"<par>This sparsely attested root has a possible Chinese comparandum <hanform>肩</hanform> (GSR #240a <reconstruction>*kiɑn</reconstruction> &apos;shoulder, carry&apos;).</par><par>See also <xref ref=""3409"">#3409</xref> and <xref ref=""3346"">#3346</xref>.</par>"
3393	F	<par><hanform>肩</hanform> OC <reconstruction>*kiɑn</reconstruction>, GSR #240a &apos;shoulder, carry&apos;; B &amp; S 2011: <latinform>kˤen {[k]ˤe[n]}</latinform>; Mand. <latinform>jiān</latinform>.</par>
5384	T	<par>Jingpho has a doublet <latinform>khái</latinform> and <latinform>gat</latinform>, with the latter showing a suffix <latinform>-t</latinform>. The same suffixal element occurs in Nocte <latinform>khet</latinform> and <latinform>a khiet</latinform>.</par>
5824	T	"<par>We posit a PTB etymon <latinform>*phya(k)</latinform> &apos;open; release&apos; based on evidence mostly from Himalayish languages. An allofamic relationship with <xref ref=""5616"">#5616</xref> is likely; at the same time, <latinform>*phya(k)</latinform> and <latinform>*pryak</latinform> differ in their semantic focus as well as their areal distribution within Tibeto-Burman. Perhaps the two etyma might be treated as mesoroots of an PTB super-etymon, as yet unproposed.</par><par>Good Chinese comparanda exist for both <latinform>*phyak</latinform> and <latinform>*pryak</latinform>; these comparanda can themselves be considered allofamic within Chinese.</par>"
5824	F	<par><hanform>闢</hanform> OC <latinform>*b’i̯ĕk</latinform>, GSR #853k &apos;open; open up&apos;; Coblin 86:114 ST <latinform>*byeʔ</latinform> &gt; OC <latinform>*bjik</latinform>; Schuessler 2007:414 <latinform>*bek</latinform> &lt; <latinform>*bai-k</latinform>; B &amp; S 2011: (<latinform>*bˁek</latinform>); Mand. <latinform>pì</latinform>.</par>
667	T	"<par>This etymon, with final dental nasal, seems so far to be relatively rare; yet its occurrence in widely separated languages like Jingpho, Meithei, and Chepang require us to set it up for PTB. Like <xref ref=""3589"">#3589</xref>, <xref ref=""686"">#686</xref>, <xref ref=""1349"">#1349</xref>, the semantic range of the present etymon includes both VAGINA and MOUTH/LIP; but all of these etyma, despite their phonosemantic similarity, may well be independent.</par>"
2541	T	"<par>This etymon is usually used when the exact borrowed item is to be returned. Contrast <xref ref=""2314"">#2314</xref>, where only an equivalent (like money) is to be returned.</par>"
684	F	<par><hanform>垂</hanform> OC <latinform>*d̑wiɑ</latinform>, GSR #31a &apos;hang down&apos;; Schuessler 2007:196-7 <latinform>*doi</latinform> &lt; <latinform>*djoi</latinform>; B &amp; S 2011: <latinform>*doj {[d]oj}</latinform>; Mand. <latinform>chuí</latinform>.<br /><hanform>睡</hanform> OC <latinform>*d̂wiɑ</latinform>, GSR #31d &apos;lie down, sleep&apos;; Schuessler 2007:475 <latinform>*doih</latinform>~<latinform>*djoih</latinform>; Mand. <latinform>shuì</latinform>.<br /><hanform>朵</hanform> OC <latinform>*twɑ̂</latinform>, GSR #10a &apos;hang from a tree; CL for blossoms&apos;; Schuessler 2007:221 <latinform>*tôi</latinform>; Mand. <latinform>duǒ</latinform>.</par><par><hanform>橢</hanform> OC <latinform>*t’wɑ̂</latinform>, GSR #11c &apos;long and narrow; oval, ellipse&apos;; Schuessler 2007:505 <latinform>*lhôiʔ</latinform>; B &amp; S 2011: <latinform>*l̥ˁojʔ</latinform>; Mand. <latinform>tuǒ</latinform>.<br /><hanform>惰</hanform> OC <latinform>*d’wɑ̂</latinform>, GSR #11l &apos;lazy, negligent, careless, useless&apos;; Schuessler 2007: (<latinform>*lôiʔ</latinform>); B &amp; S 2011: <latinform>*lˁojʔ</latinform>; Mand. <latinform>duò</latinform>.</par><par><hanform>緌</hanform> OC <latinform>*ńi̯wər</latinform>, GSR #354e &apos;tassel&apos;; Schuessler 2007:447 <latinform>*nui</latinform>; B &amp; S 2011: <latinform>*nuj</latinform>; Mand. <latinform>ruí</latinform>.<br /><hanform>惢</hanform>/<hanform>蕊</hanform> OC <latinform>*ńźwie̯:</latinform>~<latinform>*ńźwi:</latinform>, GSR #1238k &apos;ovary of flower; unopened flower; fruit&apos;; Schuessler 2007:447 <latinform>*noiʔ</latinform>~<latinform>*nuiʔ</latinform>; B &amp; S 2011: (<latinform>*nujʔ</latinform>); Mand. <latinform>ruǐ</latinform>.<br /><hanform>繠</hanform> OC <latinform>*ńźwie̯:</latinform>~<latinform>*ńźwi:</latinform>, GSR #1238j &apos;hang down&apos;; Schuessler 2007:447 <latinform>*noiʔ</latinform>~<latinform>*nuiʔ</latinform>; B &amp; S 2011: (<latinform>*nujʔ</latinform>); Mand. <latinform>ruǐ</latinform>.</par>
684	T	<par>This root displays an unusual type of variation in initial consonant.</par>
2130	T	"<par>The final labial in Bunan seems to be due to assimilation to the initial.</par><par>Cf. also <xref ref=""810"">#810</xref>.</par>"
2130	F	"<par><xref ref=""810"">#810</xref></par>"
1147	F	<par><hanform>噬</hanform> OC <latinform>*d̑i̯ɑd</latinform>, GSR #336c; B &amp; S 2011: <latinform>*det-s {[d]e[t]-s}</latinform>; Mand. <latinform>shì</latinform>.</par>
3000	T	<par>This root is so far sparsely attested, with support only from Lahu and Chinese. The voiced Lahu initial points to a PLB prenasalized consonant <reconstruction>*mb-</reconstruction>.</par>
3000	F	<par><hanform>剥</hanform> OC <reconstruction>*pŭk</reconstruction>, GSR #1228a &apos;cut, flay, peel&apos;; WHB-OC 544; Schuessler 157; Li: <reconstruction>*pruk</reconstruction>; Baxter: <reconstruction>*prok</reconstruction> &gt; Mand. <latinform>bō ~ bāo</latinform>.</par><par>The poor vowel correspondence, and the lack of a directly attested <reconstruction>*-r-</reconstruction> on the TB side,<footnote>Although -<latinform>r</latinform>- would leave no trace in Lahu here.</footnote> cast doubt on the proposed cognate, but more TB support for the root would be necessary to reconstruct a reliable PTB root and fully evaluate the connection.</par><par>Schuessler cites Manomaivibool 1975:120 and relates the Chinese word to Thai <latinform>pɔɔk<sup>D1</sup></latinform> &apos;to peel&apos; and Thai <latinform>lɔɔk<sup>D2</sup></latinform> &apos;to skin, peel&apos; <latinform>⪤ plɔɔk<sup>D1</sup></latinform> &apos;encasement, slipcover, sheath&apos; &lt; PTai <reconstruction>*dlɔɔk</reconstruction>.</par>
3484	T	<par>This etymon is so far attested only in Tangkhulic and Burmish (Bola, Maru).</par>
680	T	"<par>This etymon is now considered be a separate etymon from the phonologically similar root <xref ref=""670"">#670</xref>. See VSTB pp. 224-227; TBRS #97; HPTB p. 250.</par>"
25	T	<par>This etymon is evidently valid, but more confirmation would be welcome.</par>
318	F	"<par><hanform>身</hanform> OC <latinform>*śi̯ĕn</latinform>, GSR #386a-c; Mand. <latinform>shēn</latinform>.</par><par>Unclear whether Chinese <hanform>身</hanform> is to be considered a comparandum for <latinform>both</latinform> the current etymon <xref ref=""318"">#318</xref> <latinform>and</latinform> <xref ref=""34"">#34</xref>. If so, this would support the allofamic relationship between the two etyma argued for in <xref ref=""5711"">#5711</xref>.</par>"
1306	F	<par><hanform>五</hanform> OC <latinform>*ngo</latinform>, GSR #58a-d &apos;five&apos;; Coblin 86:80 ST <latinform>*lngaɣ</latinform> &gt; OC <latinform>*ngagx</latinform>; Schuessler 2007:519 <latinform>*ŋâʔ</latinform>; B &amp; S 2011 <latinform>*C.ŋˁaʔ</latinform>; Mand. <latinform>wǔ</latinform>.</par>
1601	T	"<par>This etymon seems solid enough, though it has a rather strange distribution, occurring in scattered languages of the Himalayish, Lolo-Burmese (including Jinuo), and Asakian groups, as well as in the unclassified Tujia. There is not yet enough evidence to decide whether to reconstruct either a *voiced or *voiceless initial, or both *voiced and *voiceless allofams.</par><par>This root looks as if it might stand in an allofamic relationship with <xref ref=""641"">#641</xref>. Note, however, that the reflexes of <xref ref=""641"">#641 </xref> and the present root are quite different in Nesu and Sani.</par>"
327	F	<par><hanform>產</hanform> OC <latinform>*sɑ̆n</latinform>, GSR #194a; B &amp; S 2011: <latinform>*s-ŋrarʔ</latinform>; Mand. <latinform>chǎn</latinform>.</par>
327	T	<par>This reconstruction is due to Coblin (1986:40) and Gong (2001:29). Li Fang Kuei&apos;s OC reconstruction <latinform>*srianx</latinform> (cited in Coblin) looks closer to the PTB reconstruction than Karlgren&apos;s. See HPTB: 422, 425.</par>
502	T	<par>This widespread etymon is attested all over TB (NE Indian Areal Group, Himalayish, Lolo-Burmese, Qiangic). It comprises both a simplex and a causative variant, i.e. DRINK (with underlying nasal prefix) vs. GIVE TO DRINK (with underlying <reconstruction>*s-</reconstruction> prefix), and by extension SMOKE (tobacco) vs. GIVE TO SMOKE. (Cf. Japanese <emph>tabako wo nomu</emph> &apos;smoke (&quot;drink&quot;) tobacco&apos;.)</par><par>The nasal prefix is clearly reflected in Himalayish (Baima, Amdo Tibetan), Qiangic (Namuyi, Tangut), and Loloish (e.g. Yi Dafang, Luquan, Nasu, Xide), sometimes with an actual nasal segment, sometimes more indirectly (as in Lahu <latinform>dɔ̀</latinform>, where the voiced initial is a reliable reflex of PLB *prenasalization).</par>
502	T	<par>There is a phonologically excellent Chinese comparandum with the meaning MILK: <hanform>湩</hanform> [GSR 1188c]. See below.</par>
502	F	<par><hanform>湩</hanform> OC <reconstruction>*ti̯ung/*tung</reconstruction>, GSR #1188c ‘milk’; Li 1971: <reconstruction>*tjungh/*tungh</reconstruction>; Baxter 1992: <reconstruction>*tjongs/*tongs</reconstruction>; Mand. <latinform>dòng ~ zhòng</latinform>.</par><par>The correspondences are a perfect match. OC <reconstruction>*u</reconstruction> (Li)/<reconstruction>*o</reconstruction> (Baxter) regularly corresponds to PTB <reconstruction>*u</reconstruction> before velar codas.</par><par>However, there is a competing etymology suggesting that this word is an early borrowing from a Central Asian language (Pulleyblank 1962:250ff).  This etymology is supported by the fact that this is not the ordinary Chinese word for &apos;milk&apos;; early glosses define it as &apos;milk (of cows and mares)&apos;.  The Chinese themselves did not drink such milk, so it would not be surprising if this word were borrowed from nomadic peoples.<br />[ZJH]</par>
502	T	<par>Loloish has a simplex/causative alternation in this root: cf. Lahu <latinform>dɔ̀</latinform> &apos;drink&apos; ⪤ <plainlatinform>tɔ</plainlatinform> &apos;give to drink&apos;.</par>
228	T	"<par>Care must be taken to distinguish this root from <xref ref=""227"">#227</xref>.</par>"
175	T	<par>Jingpho <latinform>yak</latinform> &apos;difficult&apos; is evidently a borrowing from Tai (cf. Proto-Tai <latinform>*jaak</latinform>), since PTB <latinform>*-k</latinform> regularly becomes Jingpho <latinform>-ʔ</latinform>.</par>
175	F	<par><hanform>阸</hanform>/<hanform>阨</hanform> OC <latinform>*ʔěk</latinform> ~ <latinform>*ʔěg</latinform>, GSR #844g-h &apos;defile, narrow pass; straits, difficulties&apos;; Schuessler 2007:223 <latinform>*rêkh</latinform> ~ <latinform>*ʔêkh</latinform>; Mand. <latinform>è</latinform> ~ <latinform>ài</latinform>.<br /><hanform>隘</hanform> OC <latinform>*ʔěk</latinform> ~ <latinform>*ʔěg</latinform>, GSR #849h ‘defile, narrow pass; in straits, distress’; B &amp; S 2011: <latinform>*qˁ‹r›ik {qˁ‹r›[i]k}</latinform>; Mand. <latinform>è</latinform> ~ <latinform>ài</latinform>.</par>
175	T	<par>See Matisoff 1983 (&quot;Translucent insights&quot;) #70.</par>
1441	T	"<par>Cf. also <xref ref=""1470"">#1470</xref>.</par>"
2753	T	<par>This etymon is the eponym for Burling&apos;s &quot;Sal&quot; grouping, a putative TB subgroup comprising Jingpho, Barish, and Northern Naga. See Burling 1983.</par>
7683	T	"<par>This root seems to be a variant of <xref ref=""7709"">#7709</xref>. See also the resemblant root <xref ref=""1643"">#1643</xref>.</par>"
238	T	<par>Note the superficial similarity between this genuine TB etymon<reconstruction>*g-ryaŋ</reconstruction> and the Nepali word <latinform>karang</latinform> &apos;rib&apos;. While Dimasa <latinform>sang-khreng</latinform> &apos;rib&apos; and Lalung <latinform>krengʔ</latinform> &apos;bone&apos; are descended from <reconstruction>*g-ryaŋ</reconstruction>, Chantyal <latinform>kərəŋ</latinform> and Yakha <latinform>karaŋ</latinform> are borrowings from Nepali.</par><par>The Karbi forms show preemption by the velar prefix.</par><par>The Miji and Darang forms reflect an <latinform>s-</latinform> prefix.</par>
3377	T	<par>The position of articulation of the final nasal in this etymon is difficult to reconstruct based on the Rongmei, Tangkhul, and Khoirao reflexes; but perhaps the Sangkong form can settle the matter in favor of <reconstruction>*-ŋ</reconstruction>. For now, we symbolize the uncertainty by using an <latinform>N</latinform>.</par>
34	T	<par>Several of these Tani forms refer specifically to cattle rather than to animals in general. It is thus possible that they descend from a distinct root.</par>
34	F	"<par><hanform>身</hanform> OC <latinform>*śi̯ĕn</latinform>, GSR #386a-c; Mand. <latinform>shēn</latinform>.</par><par>Unclear whether Chinese <hanform>身</hanform> is to be considered a comparandum for <latinform>both</latinform> the current etymon <xref ref=""34"">#34</xref> <latinform>and</latinform> <xref ref=""318"">#318</xref>. If so, this would support the allofamic relationship between the two etyma argued for in <xref ref=""5711"">#5711</xref>.</par>"
2420	T	<par>A simplex-causative pair is involved here. Reflexes with voiceless laterals are to be assigned to the causative allofam with the <latinform>*s-</latinform> prefix, as are undoubtedly a number of other forms (e.g. in Loloish) recognizable by their special tones.</par><par>The allofam with medial <latinform>-i-</latinform> is confined to Bodo-Garo, Nungish, and Northern Naga.</par><par>Various scattered languages (Darang, Yidu, Sak, Mpi) have final <latinform>-ŋ</latinform> instead of <latinform>-m</latinform>.</par>
2420	F	<par><hanform>尋</hanform> OC <latinform>*dzi̯əm</latinform>, GSR #662a &apos;warm up (food)&apos;; Coblin 86:158 ST <latinform>*ljum</latinform> &gt; OC <latinform>*rjəm</latinform>; Schuessler 2007:539 <latinform>*s-ləm</latinform>; B &amp; S 2011: <latinform>*sə-ləm {sə-l[ə]m}</latinform> (&lt; <latinform>-um</latinform>?); Mand. <latinform>xún</latinform>.<br /><hanform>融</hanform> OC <latinform>*dʼi̯ông</latinform>, GSR #1009d &apos;hot air, steam, heat&apos;; Schuessler 2007:443 <latinform>*luŋ</latinform>; B &amp; S 2011: <latinform>*luŋ</latinform> (? &lt; <latinform>*lum</latinform>); Mand. <latinform>róng</latinform>.</par>
2149	F	<par><hanform>貶</hanform> OC <latinform>*pi̯ɑm</latinform> ~ <latinform>*pi̯ɑ̆m</latinform>, GSR #641d &apos;diminish; demote; reduce; wanting, of inferior quality&apos;; Coblin 86:63-4 ST <latinform>*pjam</latinform> &gt; OC <latinform>*pjamx</latinform>; Schuessler 2007:166 <latinform>*pamʔ</latinform>; B &amp; S 2011: <latinform>*pomʔ {p(r)[o]mʔ}</latinform> ~ <latinform>*promʔ {pr[o]mʔ}</latinform>; Mand. <latinform>biǎn</latinform>.</par>
1722	T	<par>Lahu has developed two allofams of this root: the verb <latinform>tâʔ</latinform> from PLB <latinform>*ʔtakᴴ</latinform>, meaning both ASCEND and HOIST / CARRY ON SHOULDERS, and the spatial noun <latinform>thàʔ</latinform> UPPER SURFACE from PLB <latinform>*C-takᴸ</latinform>, the latter ultimately grammaticalizing to <latinform>thàʔ</latinform> ACCUSATIVE PARTICLE. See LTSR #42, Matisoff 1973/1982: p. 158, DL:676. </par>
1722	T	"<par>This root looks as if it is related to <xref ref=""391"">#391</xref>.</par><par>Several forms point to a variant with back vowel, perhaps <latinform>*twak</latinform> ⪤ <latinform>*twaŋ</latinform>, e.g. WT <latinform>thog-ma</latinform> &apos;upper end, uppermost place&apos;, Limbu <latinform>thuŋ-daŋ</latinform>, <latinform>thuŋ-tho</latinform>.</par><par>STC (p. 52) entertains the possibility that the general Kiranti root <latinform>*taŋ</latinform> HORN is related to this etymon, although it seems better to assign it to <xref ref=""371"">#371</xref>.</par><par>This root has developed the metaphorical extension of meaning from CARRY UPWARD into BEAR / ENDURE / CARRY A MENTAL BURDEN, in a manner quite similar to English <latinform>bear</latinform> (v.).</par><par>In Lahu, this root has been grammaticalized into an accusative particle, used mostly with animate objects. See DL:676-677 and Matisoff 1973/1982:3.641 (<emph>The Grammar of Lahu</emph>).</par><par>A number of Chinese comparanda have been proposed, for what is evidently a rather complicated word family.</par><par>For an allofamically related root in this semantic area, see <xref ref=""2725"">#2725</xref>.</par>"
1722	F	<par><hanform>陟</hanform> OC <latinform>*ti̯ĕk</latinform>, GSR #916a-c &apos;ascend, promote&apos;; Schuessler 2007:619 <latinform>*trək</latinform>; B &amp; S 2011: <latinform>*trək</latinform>; Mand. <latinform>zhì</latinform>.<br /><hanform>拓</hanform> <latinform>tuò</latinform></par>
1722	I	<par><hanform>承</hanform> OC <latinform>d̂i̯əŋ</latinform> &apos;lift; to present; support, assist&apos;, GSR 896c; Mand. <latinform>chéng</latinform></par>
1190	T	<par>The cognacy of the Jingpho morpheme is open to question, since final <latinform>*-l</latinform> usually becomes Jingpho <latinform>-n</latinform>.</par>
5688	T	"<par>It seems that this is a separate root from <xref ref=""3550"">#3550</xref>.</par>"
344	T	<par>WB <latinform>khre-thok</latinform> &apos;leg; shank&apos; and <latinform>khji⁵¹tok⁵⁵</latinform> &apos;leg&apos; show a final stop, but might well be related to this etymon.</par><par>Note the Lepcha doublet <latinform>a-tʻon̊</latinform> and <latinform>dyan̊</latinform> &apos;foot&apos;. The Lepcha medial <latinform>-y-</latinform> might reflect the <latinform>*s-</latinform> prefix (see Benedict 1943), but the Bodo forms also might point to a medial <latinform>-y-</latinform>.</par>
6336	T	"<par>This Tani root is perhaps related to <xref ref=""5771"">#5771</xref>.</par>"
1867	T	<par>This etymon illustrates the regular correspondence between WB <latinform>-am</latinform> and Jingpho <latinform>-en</latinform>.</par>
803	T	"<par>Chantyal <latinform>nak/nakh</latinform> is a borrowing from Nepali <latinform>nāk</latinform>, but the superficially similar Tiddim form <latinform>naːk³</latinform> is a genuine descendant of PKC <latinform>*hnaar</latinform>. (The development of final <latinform>-r</latinform> to a velar is regular in Tiddim.)</par><par>A few Tani languages (Idu, Kaman) have developed secondary final consonants (<latinform>-m, -ŋ</latinform>)). There are separate but perhaps related roots: <xref ref=""1415"">#1415</xref>, <xref ref=""805"">#805</xref>. Cf. all the English words relating to the nose that begin with the clusters <emph>sm-</emph> or <emph>sn-</emph>.</par>"
803	T	<par>Noteworthy is the Qiang (Mawo) reflex with initial <latinform>st-</latinform> rather than <latinform>sn-</latinform>. This obstruentization of <latinform>n-</latinform> after the <latinform>s-</latinform> prefix had hitherto been noted only in Kanauri and Chinese. See HPTB:103.</par>
2193	T	<par>The semantics of this etymon are rather complicated, but all supporting forms seem valid.</par>
442	F	<par><hanform>觜</hanform> OC <latinform>*tsi̯ɑ̆r</latinform>, GSR #358t &apos;beak, snout, mouth&apos;; Schuessler 2007:636 <latinform>*tse</latinform> or <latinform>*tsai</latinform>; Mand. <latinform>zī</latinform>.<br /><hanform>觜</hanform>/<hanform>嘴</hanform> OC <latinform>*tsi̯wɑ̆r</latinform>, GSR #358t &apos;beak, snout, mouth&apos;; Schuessler 2007:636 <latinform>*tsoiʔ</latinform>; Mand. <latinform>zǔi</latinform>.<br /><hanform>脣</hanform>/<hanform>唇</hanform> OC <latinform>*d̑’i̯wən</latinform>, GSR #455u &apos;lips&apos;; Schuessler 2007:197 <latinform>*m-dun</latinform>; B &amp; S 2011: <latinform>*sə.dur {sə.[d]ur}</latinform>; Mand. <latinform>chun</latinform>.</par>
6351	F	<par><hanform>鴨</hanform> OC (<latinform>*ʔɑp</latinform>), GSR (not in #629) &apos;duck&apos;; Schuessler 2007: (<latinform>*ʔrâp</latinform>); B &amp; S 2011: (<latinform>*qˁrap</latinform>); Mand. <latinform>yā</latinform>.</par>
790	T	"<par>This tentatively reconstructed root is largely restricted to the final syllables of Loloish compounds, with a possible cognate from Kulung.</par><par>Baima <latinform>ʃhɑ⁵³ pɑ⁵³</latinform> &apos;skin&apos; (Sun 1991, &quot;Body Parts Questionnaire&quot;) and Tamang (Sahu) <latinform>grahm-pa-sa</latinform> &apos;lip&apos; and <latinform>sya</latinform> &apos;skin&apos; (Taylor et al. 1972: 1.28, 2.24) look suspiciously like Baima <latinform>shɑ¹³ kɛ³⁵</latinform> &apos;flesh, meat&apos; and Tamang (Sahu) <latinform>ra sya</latinform> &apos;meat&apos;, suggesting that these syllables derive from <xref ref=""34"">#34</xref>, rather than from the present etymon.</par><par>Several forms with initial palatal sibilants are assigned by W. T. French to PNN <reconstruction>*C̬-kʰuar</reconstruction>, which we in turn assign to <xref ref=""593"">#593</xref>.</par>"
6312	T	<par>Clark (1911:898): &quot;TSUNG in <emph>Zungi</emph> and <emph>Mungsen</emph> seems to have an idea of divine, heavenly, or supernatural as indicated in such words as <emph>tsungi</emph>, <emph>tsungpret</emph>, <emph>tsunglu</emph>, <emph>tsungmuk</emph>, <emph>tsungru</emph>, etc.&quot;</par>
603	F	<par><hanform>吐</hanform> OC <latinform>*t’wɑ̂</latinform>, GSR #31m &apos;spit&apos;; Coblin 86: OC <latinform>*thuarh</latinform>; B &amp; S 2011: <latinform>*tʰˁaʔ</latinform>; Mand. <latinform>tǔ</latinform>.<br /><hanform>吐</hanform> OC <latinform>*t’wɑ̂</latinform>, GSR #31m &apos;vomit&apos;; B &amp; S 2011: <latinform>*tʰˁaʔ-s</latinform>; Mand. <latinform>tù</latinform>.</par>
5677	I	<par>For parallel developments in WB, cf. NEEDLE/INTESTINES.</par>
3428	T	<par>This curious etymon has so far been found only in a couple of Kiranti languages, Limbu and Hayu. The meaning seems to be specifically PUBIC HAIR (of either sex). It seems to bear no relationship to any etymon reconstructed with the general meaning BODY HAIR. It is included in this section for convenience, since Limbu <latinform>hi-rā-mu-rik</latinform> contains VAGINA as its first element.</par>
2453	T	"<par>Many reflexes of this etymon are good examples of the process of &quot;prefix pre-emption&quot;, whereby the prefix drives out a &quot;weak&quot; root-initial consonant.</par><par>This root seems quite distinct from <xref ref=""2417"">#2417</xref>.</par>"
750	T	<par>The Chinese/Tibetan comparison has previously been proposed by Coblin 1986:78 and Gong 2001:#28.</par>
750	F	<par><hanform>羽</hanform> OC <latinform>*gi̯wo</latinform>, GSR #98a-b ‘feather, wing’; Coblin 86:78 PC <latinform>*gwljagx</latinform> &gt; OC <latinform>*gwjagx</latinform>; Schuessler 2007:587 <latinform>*waʔ</latinform>; B &amp; S 2011: <latinform>*ɢʷaʔ {[ɢ]ʷ(r)aʔ}</latinform>; Mand. <latinform>yǔ</latinform>.</par>
2146	T	<par>This root appears mostly in the NE Indian areal group, but also in Kiranti.</par>
